Block	Agreement	SNP count
524372	match	1
524375	match	1
524388	match	1
524403	match	1
530009	match	1
530018	match	1
539276	match	1
539316	match	1
542104	match	1
542125	match	1
561405	match	1
561452	match	1
568813	match	1
568822	match	1
568825	match	1
568826	match	1
569287	match	1
569315	match	1
569320	match	1
569400	match	1
569424	match	1
569440	match	1
569443	match	1
569461	match	1
569655	match	1
569695	match	1
569709	match	1
569716	match	1
569781	match	1
569785	match	1
570172	match	1
570378	match	1
579825	match	1
579826	match	1
579828	match	1
579833	match	1
580798	match	1
580807	match	1
580815	match	1
602116	match	1
602130	match	1
603913	match	1
603921	match	1
603924	match	1
625552	match	1
625558	match	1
680428	match	1
680475	match	1
681635	match	1
681642	match	1
685049	match	1
685065	match	1
685112	match	1
685126	match	1
685220	match	1
685276	match	1
685278	match	1
686663	match	1
686673	match	1
686676	match	1
687825	match	1
687840	match	1
700862	match	1
700871	match	1
701686	match	1
701746	match	1
701751	match	1
701755	match	1
701758	match	1
701771	match	1
701929	match	1
702111	match	1
702116	match	1
702148	match	1
702175	match	1
702205	match	1
702210	match	1
703395	match	1
703569	match	1
704031	match	1
704270	match	1
704272	match	1
704273	match	1
724671	match	1
724678	match	1
724807	match	1
724811	match	1
724820	match	1
724826	match	1
724828	match	1
724835	match	1
725025	match	1
725068	match	1
725080	match	1
725081	match	1
725158	match	1
725185	match	1
725213	match	1
725221	match	1
725223	match	1
725234	match	1
725243	match	1
725247	match	1
725248	match	1
725256	match	1
725264	match	1
725270	match	1
725440	match	1
725446	match	1
730987	match	1
731007	match	1
731016	match	1
731018	match	1
731028	match	1
744008	match	1
744013	match	1
744392	match	1
744393	match	1
744407	match	1
751998	match	1
752014	match	1
756501	match	1
756502	match	1
759665	match	1
759671	match	1
759672	match	1
766105	match	1
766107	match	1
766378	match	1
766459	match	1
767343	match	1
767395	match	1
767585	match	1
767588	match	1
767610	match	1
767622	match	1
767698	match	1
767727	match	1
767729	match	1
767730	match	1
767731	match	1
767736	match	1
767737	match	1
767738	match	1
768096	match	1
768126	match	1
769148	match	1
769310	match	1
769316	match	1
769322	match	1
769333	match	1
771069	match	1
771080	match	1
771099	match	1
771108	match	1
772340	match	1
772343	match	1
772728	match	1
772741	match	1
772814	match	1
777614	match	1
777619	match	1
781563	match	1
781631	match	1
781742	match	1
781757	match	1
781869	match	1
781884	match	1
781909	match	1
781935	match	1
781945	match	1
781969	match	1
782004	match	1
782048	match	1
782086	match	1
782094	match	1
782286	match	1
782309	match	1
782339	match	1
782377	match	1
782378	match	1
783670	match	1
783710	match	1
783758	match	1
783763	match	1
783809	match	1
784324	match	1
784406	match	1
784410	match	1
784500	match	1
791172	match	1
791196	match	1
791205	match	1
791207	match	1
791464	match	1
791468	match	1
791472	match	1
795399	match	1
795406	match	1
795413	match	1
796649	match	1
796680	match	1
796681	match	1
796691	match	1
796777	match	1
796783	match	1
796788	match	1
796792	match	1
796799	match	1
796806	match	1
796809	match	1
803061	match	1
803090	match	1
803812	match	1
803820	match	1
803841	match	1
803845	match	1
803849	match	1
804001	match	1
804005	match	1
804022	match	1
804023	match	1
804031	match	1
804045	match	1
804061	match	1
805248	match	1
805263	match	1
809896	match	1
809900	match	1
809916	match	1
809934	match	1
809939	match	1
809955	match	1
812815	match	1
812828	match	1
815149	match	1
815221	match	1
819110	match	1
819117	match	1
819118	match	1
826092	match	1
826705	match	1
827567	match	1
827584	match	1
830699	match	1
831041	match	1
831089	match	1
831097	match	1
836650	match	1
836655	match	1
836657	match	1
839826	match	1
839842	match	1
846782	match	1
846784	match	1
846790	match	1
846792	match	1
873070	match	1
873072	match	1
873073	match	1
873077	match	1
873079	match	1
873084	match	1
873086	match	1
873087	match	1
873088	match	1
873171	match	1
873195	match	1
889140	match	1
889141	match	1
889145	match	1
906967	match	1
907013	match	1
907062	match	1
908337	match	1
908343	match	1
908347	match	1
910714	match	1
910721	match	1
910749	match	1
910779	match	1
915638	match	1
915681	match	1
915687	match	1
926378	match	1
926393	match	1
926563	match	1
926574	match	1
926818	match	1
926823	match	1
933606	match	1
933619	match	1
935775	match	1
935808	match	1
935813	match	1
935814	match	1
935830	match	1
936526	match	1
936534	match	1
941058	match	1
941081	match	1
941089	match	1
943731	match	1
943751	match	1
943849	match	1
943856	match	1
943877	match	1
943884	match	1
943907	match	1
943911	match	1
943915	match	1
943918	match	1
943919	match	1
946652	match	1
946654	match	1
946684	match	1
955170	match	1
955200	match	1
955222	match	1
957871	match	1
957883	match	1
961483	match	1
961555	match	1
967090	match	1
967115	match	1
967128	match	1
967144	match	1
972928	match	1
972941	match	1
972944	match	1
972945	match	1
975294	match	1
975354	match	1
975405	match	1
978261	match	1
978266	match	1
978269	match	1
978315	match	1
978319	match	1
978325	match	1
978333	match	1
978334	match	1
978337	match	1
978346	match	1
978350	match	1
978374	match	1
979974	match	1
980030	match	1
981709	match	1
981721	match	1
981722	match	1
981726	match	1
981743	match	1
981744	match	1
981746	match	1
981749	match	1
981753	match	1
981803	match	1
981881	match	1
986313	match	1
986314	match	1
988912	match	1
988951	match	1
988969	match	1
989099	match	1
989122	match	1
989133	match	1
989144	match	1
993619	match	1
993638	match	1
993648	match	1
997464	match	1
997465	match	1
1002335	match	1
1002346	match	1
1002355	match	1
1002360	match	1
1003385	match	1
1003388	match	1
1007253	match	1
1007276	match	1
1008143	match	1
1008150	match	1
1008151	match	1
1008167	match	1
1008173	match	1
1008227	match	1
1010085	match	1
1010088	match	1
1010172	match	1
1010227	match	1
1010234	match	1
1012315	match	1
1012372	match	1
1013744	match	1
1013755	match	1
1013763	match	1
1018095	match	1
1018129	match	1
1018585	match	1
1018673	match	1
1022108	match	1
1022322	match	1
1022496	match	1
1022776	match	1
1022816	match	1
1023393	match	1
1023394	match	1
1023395	match	1
1023396	match	1
1023433	match	1
1023435	match	1
1023436	match	1
1025571	match	1
1025647	match	1
1025666	match	1
1025739	match	1
1028086	match	1
1028090	match	1
1028104	match	1
1035141	match	1
1035148	match	1
1035149	match	1
1035157	match	1
1035169	match	1
1035185	match	1
1035187	match	1
1035888	match	1
1035907	match	1
1037659	match	1
1037674	match	1
1037712	match	1
1037737	match	1
1037826	match	1
1037878	match	1
1040138	match	1
1040159	match	1
1043647	match	1
1043667	match	1
1044809	match	1
1044824	match	1
1045824	match	1
1045860	match	1
1045889	match	1
1048343	match	1
1048398	match	1
1050754	match	1
1050818	match	1
1051155	match	1
1051161	match	1
1051166	match	1
1051167	match	1
1051177	match	1
1051178	match	1
1051186	match	1
1051187	match	1
1051188	match	1
1051189	match	1
1051251	match	1
1051299	match	1
1051302	match	1
1051303	match	1
1052519	match	1
1052526	match	1
1052533	match	1
1052534	match	1
1052535	match	1
1052542	match	1
1052546	match	1
1052556	match	1
1052557	match	1
1052558	match	1
1052565	match	1
1055868	match	1
1055895	match	1
1055913	match	1
1059315	match	1
1059320	match	1
1059504	match	1
1059511	match	1
1060496	match	1
1060577	match	1
1060636	match	1
1061300	match	1
1061354	match	1
1061387	match	1
1061420	match	1
1061434	match	1
1061437	match	1
1061438	match	1
1061486	match	1
1061519	match	1
1061646	match	1
1061649	match	1
1061650	match	1
1069138	match	1
1069190	match	1
1071341	match	1
1072170	match	1
1072184	match	1
1078405	match	1
1078935	match	1
1082126	match	1
1082133	match	1
1082142	match	1
1082196	match	1
1082197	match	1
1082210	match	1
1082233	match	1
1082269	match	1
1086794	match	1
1086797	match	1
1086801	match	1
1087790	match	1
1087808	match	1
1090603	match	1
1090684	match	1
1091525	match	1
1091544	match	1
1095730	match	1
1095740	match	1
1095743	match	1
1101535	match	1
1101871	match	1
1101895	match	1
1101901	match	1
1101933	match	1
1102013	match	1
1105846	match	1
1105861	match	1
1105864	match	1
1105865	match	1
1105871	match	1
1105881	match	1
1105883	match	1
1105884	match	1
1110562	match	1
1110576	match	1
1112204	match	1
1112278	match	1
1112346	match	1
1112421	match	1
1114283	match	1
1114339	match	1
1118815	match	1
1118819	match	1
1125147	match	1
1125556	match	1
1125578	match	1
1125743	match	1
1125769	match	1
1126293	match	1
1126815	match	1
1126824	match	1
1126825	match	1
1130940	match	1
1130941	match	1
1131006	match	1
1135656	match	1
1135660	match	1
1135661	match	1
1142571	match	1
1142595	match	1
1147045	match	1
1147138	match	1
1151620	match	1
1151764	match	1
1151789	match	1
1151807	match	1
1151812	match	1
1151958	match	1
1151973	match	1
1152067	match	1
1154019	match	1
1154105	match	1
1154979	match	1
1155747	match	1
1155767	match	1
1156815	match	1
1156864	match	1
1159960	match	1
1159965	match	1
1159983	match	1
1162174	match	1
1162279	match	1
1171196	match	1
1171266	match	1
1171311	match	1
1172249	match	1
1172271	match	1
1172294	match	1
1173641	match	1
1173670	match	1
1173672	match	1
1173689	match	1
1175894	match	1
1175939	match	1
1185241	match	1
1185306	match	1
1187878	match	1
1188555	match	1
1192622	match	1
1192629	match	1
1195886	match	1
1195959	match	1
1197210	match	1
1197823	match	1
1198101	match	1
1198120	match	1
1198171	match	1
1201410	match	1
1201464	match	1
1203312	match	1
1203376	match	1
1205769	match	1
1205810	match	1
1205850	match	1
1207725	match	1
1207728	match	1
1207753	match	1
1210988	match	1
1211007	match	1
1214670	match	1
1214687	match	1
1214693	match	1
1224336	match	1
1224429	match	1
1224459	match	1
1224581	match	1
1224599	match	1
1226355	match	1
1226374	match	1
1226436	match	1
1226944	match	1
1226991	match	1
1227298	match	1
1227299	match	1
1227597	match	1
1227685	match	1
1227868	match	1
1227887	match	1
1227911	match	1
1228296	match	1
1228326	match	1
1228330	match	1
1228338	match	1
1230523	match	1
1230534	match	1
1244414	match	1
1244479	match	1
1244483	match	1
1247022	match	1
1247044	match	1
1247742	match	1
1247813	match	1
1249498	match	1
1249567	match	1
1252400	match	1
1252427	match	1
1254393	match	1
1254442	match	1
1257085	match	1
1257087	match	1
1257797	match	1
1257798	match	1
1259401	match	1
1259485	match	1
1260125	match	1
1260131	match	1
1260159	match	1
1260161	match	1
1260164	match	1
1260199	match	1
1263517	match	1
1263590	match	1
1265139	match	1
1265215	match	1
1265216	match	1
1265798	match	1
1265800	match	1
1265806	match	1
1267507	match	1
1267508	match	1
1269340	match	1
1269425	match	1
1269428	match	1
1271008	match	1
1271011	match	1
1271197	match	1
1271221	match	1
1277117	match	1
1277149	match	1
1279171	match	1
1279184	match	1
1279272	match	1
1279446	match	1
1279503	match	1
1280712	match	1
1280743	match	1
1281433	match	1
1281457	match	1
1281484	match	1
1281509	match	1
1281529	match	1
1281556	match	1
1281628	match	1
1281713	match	1
1281737	match	1
1281800	match	1
1281822	match	1
1282245	match	1
1282290	match	1
1282341	match	1
1282365	match	1
1287826	match	1
1287827	match	1
1287922	match	1
1288000	match	1
1312848	match	1
1312877	match	1
1317948	match	1
1318008	match	1
1318378	match	1
1318447	match	1
1318505	match	1
1328194	match	1
1328249	match	1
1341098	match	1
1341183	match	1
1341192	match	1
1341262	match	1
1341417	match	1
1341438	match	1
1341493	match	1
1341507	match	1
1341842	match	1
1341852	match	1
1341858	match	1
1341897	match	1
1341914	match	1
1341958	match	1
1342033	match	1
1342809	match	1
1342819	match	1
1343017	match	1
1343042	match	1
1343198	match	1
1343558	match	1
1343591	match	1
1343596	match	1
1343614	match	1
1343866	match	1
1343928	match	1
1344461	match	1
1344481	match	1
1344531	match	1
1344651	match	1
1344690	match	1
1345810	match	1
1345826	match	1
1345863	match	1
1348794	match	1
1348812	match	1
1366701	match	1
1366709	match	1
1366888	match	1
1366973	match	1
1368971	match	1
1368977	match	1
1369015	match	1
1369020	match	1
1369032	match	1
1369035	match	1
1369038	match	1
1369040	match	1
1369053	match	1
1369467	match	1
1369482	match	1
1369485	match	1
1369508	match	1
1369521	match	1
1369556	match	1
1369557	match	1
1369572	match	1
1369590	match	1
1369647	match	1
1369665	match	1
1369676	match	1
1369701	match	1
1369838	match	1
1369842	match	1
1369845	match	1
1369856	match	1
1369886	match	1
1369912	match	1
1369922	match	1
1369985	match	1
1370021	match	1
1370036	match	1
1370040	match	1
1370065	match	1
1370072	match	1
1370077	match	1
1370090	match	1
1370096	match	1
1370101	match	1
1370107	match	1
1370126	match	1
1370131	match	1
1370899	match	1
1370915	match	1
1371078	match	1
1371083	match	1
1376089	match	1
1376105	match	1
1378928	match	1
1378936	match	1
1382386	match	1
1382532	match	1
1382596	match	1
1382764	match	1
1382848	match	1
1383058	match	1
1384056	match	1
1384059	match	1
1387311	match	1
1387326	match	1
1391998	match	1
1392018	match	1
1393124	match	1
1393181	match	1
1393583	match	1
1393649	match	1
1393869	match	1
1393876	match	1
1393895	match	1
1394289	match	1
1394362	match	1
1394400	match	1
1394401	match	1
1394408	match	1
1394425	match	1
1394427	match	1
1394437	match	1
1396380	match	1
1396478	match	1
1396512	match	1
1396515	match	1
1396576	match	1
1396589	match	1
1396590	match	1
1396601	match	1
1407728	match	1
1407826	match	1
1410060	match	1
1410128	match	1
1410523	match	1
1410594	match	1
1411067	match	1
1411081	match	1
1411085	match	1
1411099	match	1
1411108	match	1
1411138	match	1
1411139	match	1
1411146	match	1
1415976	match	1
1415994	match	1
1416001	match	1
1416005	match	1
1420493	match	1
1420571	match	1
1422160	match	1
1422208	match	1
1426013	match	1
1426209	match	1
1426303	match	1
1427004	match	1
1427083	match	1
1430346	match	1
1430366	match	1
1430543	match	1
1430552	match	1
1430947	match	1
1434168	match	1
1434251	match	1
1438990	match	1
1439049	match	1
1439070	match	1
1439094	match	1
1439095	match	1
1455474	match	1
1455543	match	1
1458428	match	1
1458431	match	1
1458434	match	1
1458437	match	1
1458440	match	1
1458441	match	1
1458442	match	1
1480757	match	1
1480758	match	1
1480764	match	1
1480803	match	1
1480875	match	1
1490482	match	1
1490485	match	1
1490489	match	1
1492724	match	1
1492807	match	1
1494301	match	1
1494302	match	1
1494756	match	1
1494777	match	1
1502174	match	1
1502204	match	1
1502346	match	1
1502383	match	1
1502533	match	1
1502550	match	1
1502955	match	1
1502975	match	1
1502999	match	1
1506609	match	1
1506616	match	1
1506675	match	1
1506677	match	1
1506678	match	1
1506692	match	1
1506696	match	1
1506707	match	1
1506968	match	1
1507026	match	1
1507145	match	1
1507146	match	1
1516123	match	1
1516128	match	1
1516132	match	1
1516134	match	1
1516136	match	1
1516141	match	1
1524409	match	1
1524465	match	1
1524509	match	1
1527241	match	1
1527268	match	1
1534119	match	1
1534198	match	1
1534680	match	1
1534761	match	1
1534811	match	1
1534907	match	1
1534994	match	1
1535705	match	1
1535739	match	1
1535990	match	1
1536010	match	1
1536017	match	1
1536022	match	1
1536023	match	1
1536039	match	1
1536058	match	1
1536094	match	1
1536390	match	1
1536457	match	1
1536557	match	1
1536588	match	1
1536687	match	1
1541532	match	1
1541581	match	1
1542834	match	1
1542887	match	1
1542940	match	1
1542977	match	1
1543268	match	1
1543277	match	1
1543290	match	1
1543295	match	1
1543303	match	1
1543310	match	1
1543311	match	1
1543320	match	1
1543586	match	1
1543614	match	1
1543677	match	1
1543852	match	1
1543940	match	1
1545434	match	1
1545464	match	1
1545605	match	1
1545684	match	1
1546629	match	1
1546669	match	1
1546782	match	1
1546849	match	1
1547262	match	1
1547272	match	1
1547351	match	1
1547433	match	1
1547514	match	1
1550895	match	1
1550896	match	1
1550898	match	1
1550900	match	1
1550904	match	1
1550905	match	1
1550906	match	1
1550911	match	1
1550912	match	1
1552124	match	1
1552130	match	1
1552309	match	1
1552313	match	1
1556236	match	1
1556238	match	1
1560743	match	1
1560786	match	1
1561307	match	1
1561554	match	1
1567107	match	1
1567138	match	1
1571277	match	1
1571370	match	1
1571377	match	1
1571457	match	1
1571485	match	1
1572124	match	1
1572130	match	1
1572137	match	1
1572140	match	1
1572144	match	1
1572147	match	1
1572153	match	1
1572155	match	1
1572156	match	1
1572166	match	1
1574018	match	1
1574057	match	1
1576628	match	1
1576666	match	1
1576986	match	1
1576988	match	1
1577017	match	1
1577019	match	1
1577950	match	1
1577980	match	1
1577990	match	1
1578952	match	1
1578995	match	1
1582766	match	1
1582832	match	1
1582856	match	1
1583308	match	1
1583320	match	1
1583345	match	1
1583407	match	1
1583454	match	1
1583565	match	1
1583583	match	1
1583629	match	1
1583666	match	1
1583692	match	1
1583863	match	1
1583881	match	1
1584086	match	1
1584139	match	1
1584210	match	1
1588348	match	1
1588350	match	1
1588351	match	1
1588355	match	1
1588356	match	1
1588870	match	1
1588878	match	1
1589208	match	1
1589209	match	1
1589241	match	1
1589564	match	1
1589704	match	1
1591169	match	1
1591174	match	1
1591775	match	1
1591800	match	1
1591804	match	1
1591836	match	1
1591881	match	1
1591901	match	1
1591971	match	1
1592023	match	1
1592327	match	1
1592406	match	1
1593087	match	1
1593116	match	1
1593558	match	1
1593588	match	1
1593891	match	1
1593961	match	1
1593994	match	1
1594022	match	1
1594055	match	1
1594301	match	1
1594334	match	1
1600608	match	1
1600621	match	1
1600627	match	1
1600811	match	1
1600844	match	1
1600861	match	1
1600863	match	1
1600919	match	1
1600929	match	1
1600957	match	1
1600961	match	1
1600962	match	1
1601013	match	1
1601056	match	1
1605915	match	1
1606003	match	1
1617823	match	1
1617824	match	1
1618170	match	1
1618171	match	1
1618184	match	1
1618205	match	1
1618220	match	1
1618224	match	1
1618306	match	1
1618325	match	1
1620356	match	1
1620373	match	1
1628057	match	1
1628091	match	1
1630821	match	1
1630856	match	1
1630914	match	1
1631688	match	1
1631691	match	1
1635143	match	1
1635148	match	1
1645313	match	1
1645348	match	1
1645358	match	1
1648494	match	1
1648515	match	1
1654273	match	1
1654279	match	1
1654685	match	1
1654714	match	1
1655849	match	1
1655887	match	1
1655969	match	1
1657620	match	1
1657683	match	1
1657989	match	1
1658107	match	1
1658504	match	1
1658554	match	1
1658564	match	1
1658585	match	1
1658955	match	1
1659023	match	1
1659473	match	1
1659487	match	1
1659504	match	1
1659821	match	1
1660590	match	1
1660594	match	1
1660853	match	1
1660930	match	1
1661837	match	1
1661839	match	1
1665456	match	1
1665466	match	1
1665794	match	1
1665821	match	1
1668457	match	1
1668520	match	1
1668521	match	1
1668646	match	1
1670320	match	1
1670395	match	1
1670434	match	1
1677135	match	1
1677138	match	1
1677145	match	1
1677146	match	1
1678456	match	1
1678463	match	1
1678464	match	1
1681656	match	1
1681672	match	1
1682416	match	1
1682424	match	1
1683666	match	1
1683701	match	1
1683760	match	1
1683795	match	1
1683881	match	1
1684062	match	1
1684063	match	1
1684099	match	1
1684759	match	1
1684797	match	1
1684887	match	1
1684900	match	1
1685050	match	1
1685095	match	1
1685132	match	1
1685180	match	1
1685231	match	1
1688064	match	1
1688112	match	1
1688405	match	1
1688497	match	1
1688519	match	1
1688704	match	1
1688714	match	1
1688904	match	1
1688967	match	1
1689546	match	1
1689643	match	1
1689721	match	1
1689926	match	1
1690003	match	1
1690485	match	1
1690550	match	1
1690557	match	1
1690721	match	1
1690792	match	1
1690876	match	1
1691836	match	1
1691844	match	1
1695054	match	1
1695130	match	1
1695751	match	1
1695756	match	1
1700401	match	1
1700565	match	1
1701750	match	1
1701788	match	1
1701872	match	1
1703542	match	1
1703622	match	1
1704555	match	1
1704583	match	1
1704695	match	1
1704740	match	1
1705587	match	1
1705682	match	1
1708381	match	1
1708401	match	1
1710677	match	1
1710729	match	1
1714734	match	1
1714876	match	1
1714883	match	1
1714884	match	1
1714891	match	1
1714902	match	1
1715457	match	1
1717152	match	1
1717157	match	1
1717191	match	1
1717703	match	1
1717712	match	1
1717722	match	1
1724362	match	1
1724415	match	1
1724501	match	1
1730008	match	1
1730088	match	1
1732179	match	1
1732181	match	1
1739611	match	1
1739627	match	1
1741429	match	1
1741432	match	1
1741435	match	1
1741440	match	1
1741464	match	1
1741468	match	1
1741482	match	1
1741548	match	1
1741561	match	1
1741566	match	1
1741594	match	1
1741608	match	1
1741716	match	1
1741776	match	1
1743069	match	1
1743072	match	1
1743075	match	1
1743086	match	1
1743099	match	1
1743120	match	1
1743603	match	1
1743611	match	1
1771798	match	1
1771854	match	1
1775662	match	1
1775708	match	1
1780386	match	1
1780473	match	1
1780475	match	1
1780944	match	1
1780983	match	1
1791562	match	1
1791573	match	1
1799041	match	1
1799044	match	1
1799047	match	1
1799050	match	1
1799052	match	1
1803525	match	1
1803590	match	1
1805459	match	1
1805468	match	1
1805990	match	1
1808507	match	1
1808560	match	1
1812037	match	1
1812081	match	1
1812703	match	1
1812711	match	1
1818628	match	1
1818634	match	1
1818868	match	1
1818891	match	1
1834347	match	1
1834350	match	1
1834359	match	1
1835589	match	1
1835599	match	1
1868187	match	1
1868259	match	1
1871395	match	1
1871398	match	1
1871401	match	1
1871404	match	1
1871408	match	1
1871412	match	1
1881980	match	1
1881991	match	1
1883100	match	1
1883101	match	1
1883108	match	1
1887387	match	1
1887388	match	1
1890217	match	1
1890245	match	1
1890267	match	1
1890277	match	1
1890355	match	1
1890377	match	1
1890830	match	1
1890843	match	1
1891083	match	1
1891141	match	1
1891174	match	1
1891746	match	1
1891815	match	1
1893149	match	1
1893215	match	1
1893850	match	1
1893878	match	1
1894587	match	1
1894675	match	1
1894679	match	1
1894691	match	1
1894768	match	1
1894776	match	1
1895132	match	1
1895830	match	1
1895834	match	1
1895851	match	1
1895862	match	1
1895951	match	1
1895961	match	1
1898257	match	1
1898261	match	1
1899901	match	1
1899904	match	1
1899906	match	1
1902486	match	1
1903138	match	1
1904460	match	1
1904541	match	1
1907540	match	1
1907561	match	1
1909358	match	1
1909726	match	1
1909727	match	1
1909770	match	1
1910089	match	1
1910090	match	1
1910626	match	1
1911010	match	1
1911204	match	1
1911234	match	1
1911283	match	1
1911289	match	1
1911362	match	1
1912031	match	1
1912098	match	1
1912215	match	1
1912279	match	1
1912306	match	1
1912338	match	1
1912417	match	1
1912835	match	1
1912883	match	1
1913123	match	1
1913190	match	1
1913198	match	1
1913841	match	1
1913891	match	1
1914321	match	1
1914417	match	1
1916962	match	1
1916969	match	1
1921292	match	1
1921307	match	1
1921392	match	1
1923557	match	1
1923602	match	1
1923685	match	1
1924785	match	1
1924855	match	1
1925498	match	1
1925528	match	1
1925702	match	1
1929939	match	1
1930033	match	1
1931994	match	1
1932019	match	1
1932126	match	1
1932182	match	1
1932259	match	1
1932898	match	1
1932900	match	1
1932908	match	1
1933880	match	1
1933884	match	1
1933987	match	1
